title,creators,year_or_source,source_queries_matched,permalink
MSN: A Playground Framework for Design and Evaluation of MicroServices-Based sdN Controller,"Arzo, Sisay Tadesse ; Scotece, Domenico ; Bassoli, Riccardo ; Barattini, Daniel ; Granelli, Fabrizio ; Foschini, Luca ; Fitzek, Frank H. P.","Journal of network and systems management, 2022-01, Vol.30 (1), Article 19",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1007_s10922_021_09631_7
Toward security quantification of serverless computing,"Ni, Kan ; Mondal, Subrota Kumar ; Kabir, H M Dipu ; Tan, Tian ; Dai, Hong-Ning","Journal of cloud computing : advances, systems and applications, 2024-12, Vol.13 (1), p.140-27, Article 140",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1186_s13677_024_00703_y
Kubernetes as a Standard Container Orchestrator - A Bibliometric Analysis,"Carrión, Carmen","Journal of grid computing, 2022-12, Vol.20 (4), p.42, Article 42",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2747120525
A Physics-Informed Hybrid Ensemble for Robust and High-Fidelity Temperature Forecasting in PMSMs,"Hossain, Rifath Bin ; Hasan, Md Maruf Al ; Khan, Md Imran ; Ahmed, Monzur ; Lin, Yuting ; Pan, Xuchao","World electric vehicle journal, 2026-03, Vol.17 (3), p.133",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_3ccba97f4a734652a82cc31581b34f62
WA-YOLO: Water-Aware Improvements for Maritime Small-Object Detection Under Glare and Low-Light,"Sun, Hongxin ; Zhao, Hongguan ; Liu, Zhao ; Jiang, Guanyao ; Zhao, Jiansen","Journal of marine science and engineering, 2026-01, Vol.14 (1), p.37",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3291804064
The Neuron Phenotype Ontology: A FAIR Approach to Proposing and Classifying Neuronal Types,"Gillespie, Thomas H. ; Tripathy, Shreejoy J. ; Sy, Mohameth François ; Martone, Maryann E. ; Hill, Sean L.","Neuroinformatics (Totowa, N.J.), 2022-07, Vol.20 (3), p.793-809",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1007_s12021_022_09566_7
"Software compliance in various industries using CI/CD, dynamic microservices, and containers","Dakić, Pavle","Open computer science, 2024-07, Vol.14 (1), p.4-208",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_walterdegruyter_journals_10_1515_comp_2024_0013141
Evaluation of the efficiency of air-cushion conveyor modernization through digital monitoring and modeling,"Sarsenova, Gulshat ; Uskembayeva, Bagdat ; Joldassova, Kuralay ; Alimova, Kulyash ; Sultanaliev, Baktybek ; Asset, Aigerim ; Asset, Aiganym","Open Engineering (Warsaw), 2026-01, Vol.16 (1), p.87-104",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3309229669
Context-based analytics: establishing explicit links between runtime traces and source code,"Cito, Jürgen ; Oliveira, Fábio ; Leitner, Philipp ; Nagpurkar, Priya ; Gall, Harald C.","ICSE-SEIP 2017 : proceedings, 2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering in Practice track : 20-28, May 2017, Buenos Aires, Argentina, 2017, p.193-202",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_7965443
Parallelizing Maximal Clique Enumeration on GPUs,"Almasri, Mohammad ; Chang, Yen-Hsiang ; El Hajj, Izzat ; Nagi, Rakesh ; Xiong, Jinjun ; Hwu, Wen-mei","2023 32nd International Conference on Parallel Architectures and Compilation Techniques (PACT), 2023, p.162-175",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_PACT58117_2023_00022
PIMFlow: Compiler and Runtime Support for CNN Models on Processing-in-Memory DRAM,"Shin, Yongwon ; Park, Juseong ; Cho, Sungjun ; Sung, Hyojin","Proceedings of the 21st ACM/IEEE International Symposium on Code Generation and Optimization, 2023, p.249-262",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3579990_3580009
Diagnosing COVID-19 from CT Image of Lung Segmentation & Classification with Deep Learning Based on Convolutional Neural Networks,"Kumari, K. Sita ; Samal, Sarita ; Mishra, Ruby ; Madiraju, Gunashekhar ; Mahabob, M. Nazargi ; Shivappa, Anil Bangalore","Wireless personal communications, 2022-12, Vol.127 (3), p.2483-2499",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s11277_021_09076_w
Deliberate Assignment Deferral for Multi-Agent Pickup and Delivery with Deadlines,"Hirayama, Taisei ; Yoshida, Kohei ; Sakaji, Hiroki ; Noda, Itsuki","Systems (Basel), 2026-05, Vol.14 (5), p.494",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_76804b2dca9140bf90d327ea2e44b92c
Secrets Revealed in Container Images: An Internet-wide Study on Occurrence and Impact,"Dahlmanns, Markus ; Sander, Constantin ; Decker, Robin ; Wehrle, Klaus; Liu, Joseph ; Xiang, Yang ; Nepal, Surya ; Tsudik, Gene","Proceedings of the 2023 ACM Asia Conference on Computer and Communications Security, 2023, p.797-811",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3579856_3590329
On Prescription or Off Prescription? An Empirical Study of Community-Prescribed Security Configurations for Kubernetes,"Shamim, Shazibul Islam ; Hu, Hanyang ; Rahman, Akond","Proceedings / International Conference on Software Engineering, 2025, p.2432-2444",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_11029793
Generative AI-Assisted Automation of Clinical Data Processing: A Methodological Framework for Streamlining Behavioral Research Workflows,"Eraña-Díaz, Marta Lilia ; Rosales-Lagarde, Alejandra ; Arango-de-Montis, Iván ; Velázquez-Monzón, José Alejandro","Informatics (Basel), 2026-04, Vol.13 (4), p.48",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_29def1929cbc4c1985bb4667b66586f8
Conflict-aware inference of python compatible runtime environments with domain knowledge graph,"Cheng, Wei ; Zhu, Xiangrong ; Hu, Wei","2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE), 2022, p.451-461",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_9794028
"Open Science in Three Acts: Foundations, Practice, and Implementation - Second Act","Limongi, Ricardo ; Rogers, Pablo","BAR, Brazilian administration review, 2025-04, Vol.22 (2), p.1-6",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1590_1807_7692bar2025250116
Victim Verification with the Use of Deep Metric Learning in DVI System Supported by Mobile Application,"Piotrowski, Zbigniew ; Bistroń, Marta ; Jekateryńczuk, Gabriel ; Kaczmarek, Paweł ; Pietrow, Dymitr","Applied sciences, 2025-01, Vol.15 (2), p.727",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3159320271
Traffic volume imputation using the attention-based spatiotemporal generative adversarial imputation network,"Duan, Yixin ; Wang, Chengcheng ; Wang, Chao ; Tang, Jinjun ; Chen, Qun","Transportation safety and environment Online, 2024-10, Vol.6 (4)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1093_tse_tdae008
Episode- and Hospital-Level Modeling of Pan-Resistant Healthcare-Associated Infections (2020–2024) Using TabTransformer and Attention-Based LSTM Forecasting,"Luchian, Nicoleta ; Salim, Camer ; Condratovici, Alina Plesea ; Marcu, Constantin ; Buzea, Călin Gheorghe ; Matei, Mădalina Nicoleta ; Dinu, Ciprian Adrian ; Duceac (Covrig), Mădălina ; Elkan, Eva Maria ; Rusu, Dragoș Ioan ; Ochiuz, Lăcrămioara ; Duceac, Letiția Doina","Diagnostics (Basel), 2025-08, Vol.15 (17), p.2138",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_infotracmisc_A855475785
Traditional Chinese medicine-based visual assessment of tongue features associated with current cancer vs. no cancer history: a matched case-control study,"Wu, Maria Benxia ; Stylianou, Stella ; Wu, Yong-Kang ; Kimble, Benjamin ; May, Brian ; Chan, Vincent ; Chen, Meng-Hua ; Mansu, Suzi ; Dong, Lin ; Oh, Byeongsang ; Sze, Daniel Man-yuen ; Zheng, Zhen","Frontiers in medicine, 2026, Vol.13, p.1761943",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_3389_fmed_2026_1761943
Running version control systems and continuous integration to fulfil CERN and LHC experiments needs,"Posada Trobo, Ismael ; Evangelou, Konstantinos ; Suara, Subhashis","EPJ Web of conferences, 2025, Vol.337, p.1276",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1051_epjconf_202533701276
Chronicles of astra: challenges and lessons from the first petascale arm supercomputer,"Pedretti, Kevin ; Younge, Andrew J. ; Hammond, Simon D. ; Laros, James H. ; Curry, Matthew L. ; Aguilar, Michael J. ; Hoekstra, Robert J. ; Brightwell, Ron","Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis, 2020, p.1-14",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_5555_3433701_3433764
Visual Multi Feature Fusion for Precise Robot Grasping: A Comprehensive Analysis,"Chang, Hui ; Liu, Zexiang","International journal of cognitive informatics & natural intelligence, 2025-01, Vol.19 (1), p.1-22",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3238358865
Improving Vulnerability Analysis of Docker Images,"Khasanov, Ilnar ; Sadovykh, Andrey","ACM SIGAda Ada Letters, 2025-12, Vol.45 (2), p.74-77",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_primary_3821505
Intercepting and Monitoring Potentially Malicious Payloads with Web Honeypots,"Visalom, Rareș-Mihail ; Mihăilescu, Maria-Elena ; Rughiniș, Răzvan ; Țurcanu, Dinu","Future internet, 2025-09, Vol.17 (9), p.422",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3254515384
Developing best practices for genotyping-by-sequencing analysis in the construction of linkage maps,"Taniguti, Cristiane Hayumi ; Taniguti, Lucas Mitsuo ; Amadeu, Rodrigo Rampazo ; Lau, Jeekin ; Gesteira, Gabriel de Siqueira ; Oliveira, Thiago de Paula ; Ferreira, Getulio Caixeta ; Pereira, Guilherme da Silva ; Byrne, David ; Mollinari, Marcelo ; Riera-Lizarazu, Oscar ; Garcia, Antonio Augusto Franco","Gigascience, 2023-01, Vol.12",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmed_primary_37889010
Horizontal Scaling Implementation with Container Orchestrator. Reliability Analysis during Stress and Performance Testing,"DINCA, A.-M. ; AXINTE, S.-D. ; BACIVAROV, I. ; PETRICA, G.","Advances in electrical and computer engineering, 2024-08, Vol.24 (3), p.23-32",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3120654442
AskIt: Unified Programming Interface for Programming with Large Language Models,"Okuda, Katsumi ; Amarasinghe, Saman","Proceedings / International Symposium on Code Generation and Optimization, 2024, p.41-54",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10444830
Optimizing Docker Container Placement in Heterogeneous Clusters Using a Modified Log-Structured Merge Scheme,"Vijayaraj, V. ; Balamurugan, M. ; Oberoi, Monisha","Ingénierie des systèmes d'Information, 2025-05, Vol.30 (5), p.1135-1146",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_18280_isi_300503
Transpilers: A Systematic Mapping Review of Their Usage in Research and Industry,"Bastidas Fuertes, Andrés ; Pérez, María ; Meza Hormaza, Jaime","Applied sciences, 2023-03, Vol.13 (6), p.3667",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_onefilemisc_PPGS_A751989287
Deploying Efficiently Modern Applications on Cloud,"Perri, Damiano ; Simonetti, Marco ; Gervasi, Osvaldo","Electronics (Basel), 2022-02, Vol.11 (3), p.450",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2627461258
Repository Approaches to Improving the Quality of Shared Data and Code,"Trisovic, Ana ; Mika, Katherine ; Boyd, Ceilyn ; Feger, Sebastian ; Crosas, Mercè","Data (Basel), 2021-02, Vol.6 (2), p.15",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_3390_data6020015
FuzzBench: an open fuzzer benchmarking platform and service,"Metzman, Jonathan ; Szekeres, László ; Simon, Laurent ; Sprabery, Read ; Arya, Abhishek","Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering, 2021, p.1393-1403",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3468264_3473932
Containerizing CS50: Standardizing Students' Programming Environments,"Malan, David J.","Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1, 2024, p.534-540",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3649217_3653567_brief
Blockchain Technology for Intelligent Environments,"Voulgaris, Spyros ; Fotiou, Nikos ; Siris, Vasilios A. ; Polyzos, George C. ; Jaatinen, Mikael ; Oikonomidis, Yannis","Future internet, 2019-10, Vol.11 (10), p.213",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_3390_fi11100213
Influence of Topography on Sustainable Land Management: An Analysis of Socioeconomic and Ecodemographic Conditions of Nepal,"Bhattarai, Keshav ; Yousef, Mahmoud ; Greife, Alice ; Naraharisetti, S.","Agriculture (Basel), 2020-06, Vol.10 (6), p.224",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2477616794
Successes and Struggles with Computational Reproducibility: Lessons from the Fragile Families Challenge,"Liu, David M. ; Salganik, Matthew J.","Socius : sociological research for a dynamic world, 2019, Vol.5",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmed_primary_37309413
A new deployment method of the archiver application with Kubernetes for the CAFe facility,"Wang, Rui ; Guo, Yuhui ; Xie, Nian ; Gu, Ruifeng ; Li, Zhaoyang","Radiation detection technology and methods, 2022-12, Vol.6 (4), p.508-518",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s41605_022_00356_y
Cognitive Reflection in Software Verification and Testing,"Buffardi, Kevin","IEEE/ACM International Conference on Software Engineering: Software Engineering Education and Training (Online), 2023, p.1-10",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10172710
Optimal DNN primitive selection with partitioned boolean quadratic programming,"Anderson, Andrew ; Gregg, David","Proceedings of the 2018 International Symposium on Code Generation and Optimization, 2018, p.340-351",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3168805_brief
Toward Open Computational Communication Science: A Practical Road Map for Reusable Data and Code,"van Atteveldt, Wouter ; Strycharz, Joanna ; Trilling, Damian ; Welbers, Kasper","International journal of communication (Online), 2019-09, p.3935",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_lrcgauss_A610367739
Federated analysis of BRCA1 and BRCA2 variation in a Japanese cohort,"Casaletto, James ; Parsons, Michael ; Markello, Charles ; Iwasaki, Yusuke ; Momozawa, Yukihide ; Spurdle, Amanda B. ; Cline, Melissa","Cell genomics, 2022-03, Vol.2 (3), p.100109-100109, Article 100109",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmed_primary_35373174
MaRe: Processing Big Data with application containers on Apache Spark,"Capuccini, Marco ; Dahlö, Martin ; Toor, Salman ; Spjuth, Ola","Gigascience, 2020-05, Vol.9 (5)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_oup_primary_10_1093_gigascience_giaa042
Image-based many-language programming language identification,"Del Bonifro, Francesca ; Gabbrielli, Maurizio ; Lategano, Antonio ; Zacchiroli, Stefano","PeerJ. Computer science, 2021-07, Vol.7, p.e631, Article e631",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2554496021
Software Quality Assessment of a Web Application for Biomedical Data Analysis,"Wiese, Lena ; Wiese, Ingmar ; Lietz, Kristina; Desai, Bipin C. ; Desai, Bipin C. ; Ullman, Jeffrey ; McClatchey, Richard ; Toyoma, Motomichi","Proceedings of the 25th International Database Engineering & Applications Symposium, 2021, p.84-93",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3472163_3472172_brief
GPU simulation with Opticks: The future of optical simulations for LZ,"Creaner, Oisín ; Blyth, Simon ; Eriksen, Sam ; Gerhardt, Lisa ; Monzani, Maria Elena ; Riffard, Quentin","EPJ Web of conferences, 2021, Vol.251, p.3037",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_04e4dd18c7e24e89b96c3c0d59ef1699
TestREx: a framework for repeatable exploits,"Dashevskyi, Stanislav ; dos Santos, Daniel Ricardo ; Massacci, Fabio ; Sabetta, Antonino","International journal on software tools for technology transfer, 2019-02, Vol.21 (1), p.105-119",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10009_017_0474_1
"Making simulation results reproducible—Survey, guidelines, and examples based on Gradle and Docker","Elmenreich, Wilfried ; Moll, Philipp ; Theuermann, Sebastian ; Lux, Mathias","PeerJ. Computer science, 2019-12, Vol.5, p.e240, Article e240",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_infotracacademiconefile_A607943924
Towards Improving Productivity in NMap Security Audits,"Redondo Redondo, Jose Manuel ; Cuesta, Daniel","Journal of web engineering, 2019, Vol.18 (7), p.539",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3055525559
The Scientific Filesystem,"Sochat, Vanessa","Gigascience, 2018-05, Vol.7 (5)",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_5952957
Software training for the next generation of physicists: joint experience of LHCb and ALICE,"Berzano, Dario ; Burr, Chris ; Beck, Hans ; Bellée, Violaine ; Bertens, Redmer Alexander ; Navarro, Albert Puig","EPJ Web of conferences, 2019, Vol.214, p.5044",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1051_epjconf_201921405044
OpenStreetMap history for intrinsic quality assessment: Is OSM up-to-date?,"Frassinelli, Francesco ; Minghini, Marco","Open geospatial data, software and standards, 2019-09, Vol.4 (1), p.1-17, Article 9",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1186_s40965_019_0067_x
SBOM Ouverture: What We Need and What We Have,"Dalia, Gregorio ; Visaggio, Corrado Aaron ; Di Sorbo, Andrea ; Canfora, Gerardo","Proceedings of the 19th International Conference on Availability, Reliability and Security, 2024, p.1-9",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3664476_3669975_brief
Low-Latency Live Video Streaming over a Low-Earth-Orbit Satellite Network with DASH,"Zhao, Jinwei ; Pan, Jianping","Proceedings of the 15th ACM Multimedia Systems Conference, 2024, p.109-120",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3625468_3647616
Towards Understanding Third-party Library Dependency in C/C++ Ecosystem,"Tang, Wei ; Xu, Zhengzi ; Liu, Chengwei ; Wu, Jiahui ; Yang, Shouguo ; Li, Yi ; Luo, Ping ; Liu, Yang","Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering, 2022, p.1-12",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3551349_3560432_brief
SNAPPY: programmable kernel-level policies for containers,"Bélair, Maxime ; Laniepce, Sylvie ; Menaud, Jean-Marc","Proceedings of the 36th Annual ACM Symposium on Applied Computing, 2021, p.1636-1645",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3412841_3442037_brief
Smart Brix—a continuous evolution framework for container application deployments,"Schleicher, Johannes M. ; Vögler, Michael ; Inzinger, Christian ; Dustdar, Schahram","PeerJ. Computer science, 2016-06, Vol.2, p.e66, Article e66",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_1fe1b2fb06f04446b03a8abfba4d467f
High-Performance GPU-to-CPU Transpilation and Optimization via High-Level Parallel Constructs,"Moses, William S. ; Ivanov, Ivan R. ; Domke, Jens ; Endo, Toshio ; Doerfert, Johannes ; Zinenko, Oleksandr","Proceedings of the 28th ACM SIGPLAN Annual Symposium on Principles and Practice of Parallel Programming, 2023, p.119-134",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3572848_3577475_brief
GenomeHubs: Simple containerised setup of a custom Ensembl database and web server for any species,"Challis, Richard J ; Kumar, Sujai ; Stevens, Lewis ; Blaxter, Mark","PeerJ preprints, 2017-03",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_1953460914
SecureLoop: Design Space Exploration of Secure DNN Accelerators,"Lee, Kyungmi ; Yan, Mengjia ; Emer, Joel ; Chandrakasan, Anantha","Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, 2023, p.194-208",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3613424_3614273
Changes in Coding Behavior and Performance Since the Introduction of LLMs,"Zhang, Yufan ; Savelka, Jaromir ; Goldstein, Seth ; Conway, Michael","Proceedings of the LAK26: 16th International Learning Analytics and Knowledge Conference, 2026, p.844-851",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3785022_3785075
Sequential Specifications for Precise Hardware Exceptions,"Yao, Yulun ; Zagieboylo, Drew ; Myers, Andrew C. ; Suh, G. Edward","Proceedings of the 31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1, 2026, p.234-248",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3760250_3762233
"An Orchestration Engine for Scalable, On-Demand AI Phenotyping from UAS Imagery in Agriculture","Waltz, Lucas ; Sridhar, Sarikaa ; Waltz, Ryan ; Rodriguez, Paul ; Hong, Chaeun ; Ghoorkhanian, Armeen ; DiMarco, Nicole ; Machiraju, Raghu ; Khanal, Sami","Proceedings of the 33rd ACM International Conference on Advances in Geographic Information Systems, 2025, p.916-926",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3748636_3764157_brief
Sharded Elimination and Combining for Highly-Efficient Concurrent Stacks,"Singh, Ajay ; Metaxakis, Nikos ; Fatourou, Panagiota","Proceedings of the 31st ACM SIGPLAN Annual Symposium on Principles and Practice of Parallel Programming, 2026, p.123-135",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3774934_3786458_brief
Neural-machine-translation-based commit message generation: how far are we?,"Liu, Zhongxin ; Xia, Xin ; Hassan, Ahmed E. ; Lo, David ; Xing, Zhenchang ; Wang, Xinyu","2018 33rd IEEE/ACM International Conference on Automated Software Engineering (ASE), 2018, p.373-384",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_9000000
VeriFogOps: Automated Deployment Tool Selection and CI/CD Pipeline Generation for Verifying Fog Systems at Deployment Time,"Awad, Hiba ; Ledoux, Thomas ; Bruneliere, Hugo ; Rivalan, Jonathan","Proceedings of the 40th ACM/SIGAPP Symposium on Applied Computing, 2025, p.1674-1691",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3672608_3707854
AGAThA: Fast and Efficient GPU Acceleration of Guided Sequence Alignment for Long Read Mapping,"Park, Seongyeon ; Hong, Junguk ; Song, Jaeyong ; Kim, Hajin ; Kim, Youngsok ; Lee, Jinho","Proceedings of the 29th ACM SIGPLAN Annual Symposium on Principles and Practice of Parallel Programming, 2024, p.431-444",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3627535_3638474_brief
Fast and Efficient Scaling for Microservices with SurgeGuard,"Ghosh, Anyesha ; Yadwadkar, Neeraja J. ; Erez, Mattan","Proceedings of the International Conference for High Performance Computing, Networking, Storage, and Analysis, 2024, p.1-15",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_SC41406_2024_00103
CRUSH: A Credit-Based Approach for Functional Unit Sharing in Dynamically Scheduled HLS,"Xu, Jiahui ; Josipovic, Lana","Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1, 2025, p.249-263",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3669940_3707273
Unveiling the Invisible: Detection and Evaluation of Prototype Pollution Gadgets with Dynamic Taint Analysis,"Shcherbakov, Mikhail ; Moosbrugger, Paul ; Balliu, Musard","Proceedings of the ACM Web Conference 2024, 2024, p.1800-1811",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3589334_3645579
Eva: Cost-Efficient Cloud-Based Cluster Scheduling,"Chang, Tzu-Tao ; Venkataraman, Shivaram","Proceedings of the Twentieth European Conference on Computer Systems, 2025, p.1399-1416",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3689031_3717483_brief
Mapping High-Level Concurrency from OpenMP and MPI to ThreadSanitizer Fibers,"Jenke, Joachim ; Schwitanski, Simon ; Thärigen, Isabel ; Müller, Matthias S.","Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, 2023, p.187-195",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3624062_3624085_brief
Perspective: A Sensible Approach to Speculative Automatic Parallelization,"Apostolakis, Sotiris ; Xu, Ziyang ; Chan, Greg ; Campanoni, Simone ; August, David I.","Proceedings of the Twenty-Fifth International Conference on Architectural Support for Programming Languages and Operating Systems, 2020, p.351-367",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3373376_3378458
