Title,Vernacular Title,Creator,Contributor,Is Part Of,Dissertation,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,permalink
Mitigating Security Issues in GitHub Actions,,"Delicheh, Hassan Onsori ; Mens, Tom",,"2024 IEEE/ACM 4th International Workshop on Engineering and Cybersecurity of Critical Systems and 2024 IEEE/ACM Second International Workshop on Software Vulnerability (EnCyCriS/SVM), 2024, p.6-11",,Access control ; Automation ; Congresses and conventions ; Meetings ; Software ; Training,,,"Collaborative practices have revolutionised the software development process, enabling distributed teams to seamlessly work together. Social coding platforms have integrated CI/CD automation workflows, with GitHub Actions emerging as a prominent automation ecosystem for GitHub repositories. While automation brings efficiency, it also introduces security challenges, often related to software supply chain attacks and workflow misconfigurations. We outline the security issues associated with the software supply chain of GitHub Actions workflows, most notably their reusable Actions and their dependencies. We also explore the security risks associated with misconfigurations of repositories and workflows, such as poor permission management, command injection, and credential exposure. To mitigate these risks we suggest practical remediations, including dependency and security monitoring, pinning Actions, strict access control, verified creator practices, secret scanning tools, raising awareness, and training. In doing so, we provide valuable insights on the need to integrate security seamlessly into the automated collaborative software development processes. To enhance the security of workflow automation within GitHub repositories we encourage a proactive approach and advocate for the adoption of best practices.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643662_3643961
Detection and Analysis of Poisoned Image in Container Registry,,"Pang, Siyuan ; Wang, Yongshan ; Yao, Yepeng ; Jiang, Zhengwei ; Fan, Zijing ; Liu, Baoxu",,"Proceedings - International Symposium on Software Reliability Engineering, 2025, p.440-451",,Biotic communities ; Containers,,,"Container technology provides isolated, consistent, and efficient application environments across diverse computing platforms. Docker, as the dominant container platform, simplifies container creation, deployment, and operation. However, the integrity of the container supply chain is threatened by malicious ""poisoned"" images distributed via public registries like Docker Hub, which pose significant security risks to unsuspecting users. This study presents the first comprehensive investigation into this container registry image supply chain threat. We reveal that image poisoning occurs primarily during the build phase, where attackers embed malicious payloads into Dockerfiles and associated build artifacts via specific common vectors. To empirically assess this threat, we developed a detection system combining dynamic and static analysis. Scanning 214,920 images from public registries, we identified 122 poisoned images with high precision ( 9 5. 3 1 % ). Our in-depth analysis shows these compromised images serve diverse malicious purposes, with cryptocurrency mining being prevalent, and exhibit significant characteristic differences compared to benign images. Finally, we propose concrete mitigation measures to improve the security of the Docker ecosystem. We reported our findings to Docker and received its confirmation.",,,,,IEEE,,,,,IEEE Proceedings Order Plans (POP All) 1998-Present,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_11229784
Securing the Foundation of AI: A Deep Dive into Dependency Management and Security in Deep Learning Frameworks,,"Tan, Xin ; Hou, Bo ; Zhang, Li",,"ACM transactions on software engineering and methodology, 2026-02",,,,,"Deep learning (DL) frameworks such as TensorFlow and PyTorch have powered major AI advancements, yet their reliance on third-party libraries introduces critical, understudied security risks. This paper examines dependency management in these frameworks, focusing on dependency characteristics, associated vulnerabilities, and mitigation strategies. We analyze 448 libraries, 8,641 dependency-related commits, and 72 vulnerabilities, using GitHub APIs, official package sites, NVD/CWE databases, and a developer survey. Our findings show that while both frameworks share similar dependency types, PyTorch has more dependencies with less frequent updates. Both exhibit substantial vulnerabilities—42 in TensorFlow and 30 in PyTorch—almost half of which are high or critical severity, many unresolved. Notably, cumulative vulnerability exposure events reach 9,653 for TensorFlow and 627 for PyTorch, largely due to repeated removal and reintroduction of vulnerable dependencies. We also reveal that most security fixes occur incidentally alongside dependency optimization or compatibility improvements. Only 12% of changes explicitly address security, despite 90% of developers acknowledging its importance, reflecting limited experience, over-reliance on dependencies, and unclear accountability. This study sheds light on dependency management practices in DL frameworks, highlighting critical security risks and offering actionable guidance to strengthen DL ecosystem security and resilience.",,,,,,,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3798048
InfraFix: Technology-Agnostic Repair of Infrastructure as Code,,"Saavedra, Nuno ; Ferreira, João F. ; Mendes, Alexandra",,"Proceedings of the 34th ACM SIGSOFT International Symposium on Software Testing and Analysis, 2025, p.41-45",,,,,"Infrastructure as Code (IaC) enables scalable and automated IT infrastructure management but is prone to errors that can lead to security vulnerabilities, outages, and data loss. While prior research has focused on detecting IaC issues, Automated Program Repair (APR) remains underexplored, largely due to the lack of suitable specifications. In this work, we propose InfraFix, the first technology-agnostic framework for repairing IaC scripts. Unlike prior approaches, InfraFix allows APR techniques to be guided by diverse information sources. Additionally, we introduce a novel approach for generating repair scenarios, enabling large-scale evaluation of APR techniques for IaC. We implement and evaluate InfraFix using an SMT-based repair module and a state inference module that uses system calls, demonstrating its effectiveness across 254,288 repair scenarios with a success rate of 95.7%. Our work provides a foundation for advancing APR in IaC by enabling researchers to experiment with new state inference and repair techniques using InfraFix and to evaluate their approaches at scale with our repair scenario generation method.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3713081_3731735
SoMaCX: a complex generative genome modeling framework,,"Becker, Timothy James",,"BMC genomics, 2025-09, Vol.26 (1), p.853-15, Article 853",,Apoptosis ; Cancer ; Cell death ; Chromosomes ; Computer simulation ; DNA repair ; Genes ; Genomes ; Genomic Structural Variation ; Genomics ; High-throughput nucleotide sequencing ; Human beings ; Human genome ; Life sciences ; Modeling ; Mutation ; Phosphotransferases ; Proteins ; Proteomics ; Software ; Variation,,,"Background
Somatic structural variations (SVs) are commonly observed in cancer tissue, but remain challenging to discover with short and long read sequencing due to tumor heterogeneity and other technical sequencing factors. Only SVs with a sufficient fraction of reads spanning the event will be detectable, while issues like chromothripsis increase the complexity and resulting interpretation significantly. Because structural variation is difficult to measure and reproduce in vivo, it is logical to make use of simulation frameworks to determine realistic system limitations. Our generative modeling approach called soMaCX uses distributions from data to empower simulations that approach real data.
Results
Our generative framework includes mechanisms for biological conservation in the germline as well as tissue composition in the somatic along with regional distribution controls and complex SV generation that is not available in other systems. The output of this system is FASTA format which can then be used as input to any downstream read simulator making Illumina, PacBio, 10X genomics, Oxford-Nanopore and Bionano FASTQ data files which are further processed to become standard BAM files for SV calling.
Conclusions
The soMaCX framework provides superior generative modeling-based performance when compared to other simulation frameworks with respect to real data. Our open-source method introduces an important conceptual element to simulation by utilizing biological relevant regions (genes and regulatory elements) as the distribution controls along with the biological modulation of known pathways (end-joining) leading to more detailed and realistic simulated genomes. By designing a generative method to explore the most difficult genomic conditions, we provide a means to measure germline variation calling performance and to calibrate the results for rare variants needed in the clinical setting. We provide a python 3 implementation at:
https://github.com/timothyjamesbecker/somacx
.",,,,,London: BioMed Central,,,,,EBSCOhost MEDLINE with Full Text; ProQuest Central UK/Ireland; EBSCOhost Academic Search Ultimate; Publicly Available Content Database; EBSCOhost Academic Search Complete; BioMed Central Journals Complete; PubMed Central Open Access; EBSCOhost MEDLINE Complete; DOAJ Directory of Open Access Journals; Springer Nature OA Free Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1186_s12864_025_12023_9
"On the Taxonomy of Developers' Discussion Topics with ChatGPT",,"Sagdic, Ertugrul ; Bayram, Arda ; Islam, Md Rakibul",,"Proceedings (IEEE/ACM International Conference on Mining Software Repositories. Online), 2024, p.197-201",,Chatbots ; Classification ; Computer software ; Programming ; Semantics ; Software ; Software engineering,,,"Large language models (LLMs) like ChatGPT can generate text for various prompts. With exceptional reasoning capabilities, ChatGPT (particularly the GPT-4 model) has achieved widespread adoption across many tasks - from creative writing to domain-specific inquiries, code generation, and more. This research analyzed the DevGPT dataset to determine common topics posed by developers interacting with ChatGPT. The DevGPT dataset comprises ChatGPT interactions from GitHub issues, pull requests and discussions. By employing a mixed-methods approach combining unsupervised semantic modeling and expert qualitative analysis we categorize the topics developers discuss when interacting with ChatGPT.
Our approach reveals 17 topics within seven categories, with over 25% of prompts focused on advanced programming guidance. Additional areas of significant query volume include DevOps workflows, SQL, databases, and specialized domains, such as localization, streaming media, and image processing. This research effectively illuminates core topics and dependencies that motivate developers to leverage ChatGPT. The taxonomy classification further clarifies critical areas to better customize AI tools for aligning with workflows and needs within software engineering contexts.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643991_3645080_brief
Local software buildability across Java versions,,"Sulír, Matúš ; Porubän, Jaroslav ; Chodarev, Sergej",,"Empirical software engineering : an international journal, 2026-05, Vol.31 (3), p.78, Article 78",,Automation ; Computer science ; Designers ; Open source software ; Translators,,,"Context
Downloading the source code of open-source Java projects and building them on a local computer using Maven, Gradle, or Ant is a common activity performed by researchers and practitioners. Several studies have so far found that about 40–60% of such attempts fail. Our experience in recent years suggests that the proportion of failed builds continually rises even further.
Objective
First, we empirically tested our hypothesis that with increasing Java versions, the percentage of build-failing projects tends to grow. Next, nine additional research questions were proposed, related mainly to the proportions of failing projects, universal version compatibility, failures under specific JDK versions, success rates of build tools, wrappers, and failure categories.
Method
We sampled 2,500 random plain Java projects having a build configuration file and meeting basic quality criteria from GitHub. We tried to automatically build every project in containers with Java versions 6 to 23 installed. Success or failure was determined by exit codes, and standard output and error streams were saved. Data were automatically processed and supplemented with manual analysis when necessary.
Results
Our hypothesis was not confirmed; there is no monotonic trend in the projects’ build success rates. From Java 8 onward, they range from 30 to 44%, with a peak at JDK 17. Downgrading the latest JDK can fix 52% of failed builds. Trying the long-term support versions (8, 11, 17, and 21) is a particularly effective build repair strategy. We also found that about 32% of projects fail for all JDKs. Gradle consistently has the lowest success rate of all tools, and builds most frequently fail during initialization and compilation.
Conclusions
Building projects with a wrong Java version is a significant failure factor. We provide actionable suggestions for language designers, build tool authors, project maintainers, researchers designing build repair tools, and developers compiling open-source projects.",,,,,New York: Springer US,,,,,SpringerLink Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3307174400
A Dataset of Dockerfiles,,"Henkel, Jordan ; Bird, Christian ; Lahiri, Shuvendu K. ; Reps, Thomas",,"2020 IEEE/ACM 17th International Conference on Mining Software Repositories (MSR), 2020, p.528-532",,Data mining ; Industries ; Metadata ; Software ; Task analysis,,,"Dockerfiles are one of the most prevalent kinds of DevOps artifacts used in industry. Despite their prevalence, there is a lack of sophisticated semantics-aware static analysis of Dockerfiles. In this paper, we introduce a dataset of approximately 178,000 unique Dockerfiles collected from GitHub. To enhance the usability of this data, we describe five representations we have devised for working with, mining from, and analyzing these Dockerfiles. Each Dockerfile representation builds upon the previous ones, and the final representation, created by three levels of nested parsing and abstraction, makes tasks such as mining and static checking tractable. The Dockerfiles, in each of the five representations, along with metadata and the tools used to shepard the data from one representation to the next are all available at: https://doi.org/10.5281/zenodo.3628771.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3379597_3387498
multistrap: boosting phylogenetic analyses with structural information,,"Baltzis, Athanasios ; Santus, Luisa ; Langer, Björn E. ; Magis, Cedrik ; de Vienne, Damien M. ; Gascuel, Olivier ; Mansouri, Leila ; Notredame, Cedric",,"Nature communications, 2025-01, Vol.16 (1), p.293-14, Article 293",,Algorithms ; Amino acid sequence ; Biodiversity ; Estimates ; Life sciences ; Phylogeny ; Proteins ; Science,,,"In a phylogeny, trustworthy reliability branch support estimates are as important as the tree itself. We show that reliability support values based on bootstrapping can be improved by combining sequence and structural information from proteins. Our approach relies on the systematic comparison of homologous intra-molecular structural distances. These variations exhibit less saturation than sequence-based Hamming distances and support the computation of tree-like distance matrices resolvable into phylogenetic trees using distance-based methods such as minimum evolution. These trees bear strong similarities to their sequence-based counterparts and allow the estimation of bootstrap support values, but they are sufficiently distinct so that their information content may be combined. The combined sequence and structure bootstrap support values yield improved discrimination between correct and incorrect branches. In this work we show that our approach, named multistrap, is suitable for the improvement of bootstrap branch support values using both predicted and experimental 3D structures.
Phylogenetic trees provide key information to elucidate basic aspects of functional genomics. This method, multistrap, offers a way to combine sequence and structural protein information that improves branch bootstrap support estimates.",,,,,London: Nature Publishing Group UK,,,,,ProQuest Central UK/Ireland; Publicly Available Content Database; Springer Nature - nature.com Journals - Fully Open Access; EBSCOhost MEDLINE Complete; DOAJ Directory of Open Access Journals; Springer Nature OA Free Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3156527569
An Empirical Study on Quality Issues of Deep Learning Platform,,"Gao, Yanjie ; Shi, Xiaoxiang ; Lin, Haoxiang ; Zhang, Hongyu ; Wu, Hao ; Li, Rui ; Yang, Mao",,"IEEE/ACM International Conference on Software Engineering: Software Engineering in Practice (Online), 2023, p.455-466",,Graphics processing units ; Hardware ; Productivity,,,"In recent years, deep learning (DL) has been increasingly adopted in many application areas. To help deep learning developers better train and test their models, enterprises have built dedicated, multi-tenant platforms equipped with a mass of computing devices like GPUs. The service quality of these platforms plays a critical role in system efficiency and user experience. Nevertheless, there indeed exist diverse types of quality issues that not only waste computing resources significantly but also slow down development productivity severely. In this paper, we present a comprehensive empirical study on quality issues of Platform-X in Microsoft. Platform-X is an internal production deep learning platform that serves hundreds of developers and researchers. We have manually examined 360 real issues and investigated their common symptoms, root causes, and mitigation actions. Our major findings include: (1) 28.33% of the quality issues are caused by hardware (the GPU, network, and compute node) faults; (2) 28.33% of them result from system-side faults (e.g., system defects and service outages); (3) User-side faults (e.g., user bugs and policy violation) account for more than two-fifths (43.34%) of all the common causes; (4) More than three-fifths of all the quality issues can be mitigated by simply resubmitting jobs (34.72%) and improving user code (24.72%). Our study results provide valuable guidance on promoting the service quality of deep learning platforms from both the development and maintenance aspects. The results further motivate possible research directions and tooling support.",,,,,"Piscataway, NJ, USA: IEEE Press",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ICSE_SEIP58684_2023_00052_brief
Fungal metabarcoding data integration framework for the MycoDiversity DataBase (MDDB),,"Martorelli, Irene ; Helwerda, Leon S. ; Kerkvliet, Jesse ; Gomes, Sofia I. F. ; Nuytinck, Jorinde ; van der Werff, Chivany R. A. ; Ramackers, Guus J. ; Gultyaev, Alexander P. ; Merckx, Vincent S. F. T. ; Verbeek, Fons J.",,"Journal of integrative bioinformatics, 2020-05, Vol.17 (1), p.1281-71",,"Biodiversity ; Biogeography ; DNA Barcoding, Taxonomic ; Ecosystem ; Research",,,"Fungi have crucial roles in ecosystems, and are important associates for many organisms. They are adapted to a wide variety of habitats, however their global distribution and diversity remains poorly documented. The exponential growth of DNA barcode information retrieved from the environment is assisting considerably the traditional ways for unraveling fungal diversity and detection. The raw DNA data in association to environmental descriptors of metabarcoding studies are made available in public sequence read archives. While this is potentially a valuable source of information for the investigation of Fungi across diverse environmental conditions, the annotation used to describe environment is heterogenous. Moreover, a uniform processing pipeline still needs to be applied to the available raw DNA data. Hence, a comprehensive framework to analyses these data in a large context is still lacking. We introduce the MycoDiversity DataBase, a database which includes public fungal metabarcoding data of environmental samples for the study of biodiversity patterns of Fungi. The framework we propose will contribute to our understanding of fungal biodiversity and aims to become a valuable source for large-scale analyses of patterns in space and time, in addition to assisting evolutionary and ecological research on Fungi.",,,,,Germany: De Gruyter,,,,,Open Access: Walter De Gruyter: Open Access Journals; PubMed Central Open Access; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2407579942
On the Reproducibility of Software Defect Datasets,,"Zhu, Hao-Nan ; Rubio-González, Cindy",,"Proceedings / International Conference on Software Engineering, 2023, p.2324-2335",,Reproducibility of Results ; Software ; Software maintenance,,,"Software defect datasets are crucial to facilitating the evaluation and comparison of techniques in fields such as fault localization, test generation, and automated program repair. However, the reproducibility of software defect artifacts is not immune to breakage. In this paper, we conduct a study on the reproducibility of software defect artifacts. First, we study five state-of-the-art Java defect datasets. Despite the multiple strategies applied by dataset maintainers to ensure reproducibility, all datasets are prone to breakages. Second, we conduct a case study in which we systematically test the reproducibility of 1,795 software artifacts during a 13-month period. We find that 62.6% of the artifacts break at least once, and 15.3% artifacts break multiple times. We manually investigate the root causes of breakages and handcraft 10 patches, which are automatically applied to 1,055 distinct artifacts in 2,948 fixes. Based on the nature of the root causes, we propose automated dependency caching and artifact isolation to prevent further breakage. In particular, we show that isolating artifacts to eliminate external dependencies increases reproducibility to 95% or higher, which is on par with the level of reproducibility exhibited by the most reliable manually curated dataset.",,,,,"Piscataway, NJ, USA: IEEE Press",,,,,IEEE Proceedings Order Plans (POP All) 1998-Present; ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ICSE48619_2023_00195_brief
Status of the Deep Learning-Based Shattered Pellet Injection Shard Tracking at ASDEX Upgrade,,"Illerhaus, Johannes ; Treutterer, W. ; Heinrich, P. ; Miah, M. ; Papp, G. ; Peherstorfer, T. ; Sieglin, B. ; Toussaint, U. v. ; Zohm, H. ; Jenko, F.",,"Journal of fusion energy, 2024-06, Vol.43 (1), p.14, Article 14",,Algorithms ; Automation ; Computer vision ; Equipment and supplies ; Image processing ; Image segmentation ; Labeling ; Lighting ; Machine learning ; Nuclear energy ; Nuclear fusion ; Physics ; Research ; Semantics ; Sustainable development ; Tokamaks,,,"Plasma disruptions pose an intolerable risk to large tokamaks, such as ITER. If a disruption can no longer be avoided, ITER’s last line of defense will be the Shattered Pellet Injection. An experimental test bench was created at ASDEX Upgrade to inform the design decisions for controlling the shattering of the pellets and develop the techniques for the generation of the fragment distributions necessary for optimal disruption mitigation. In an effort to analyze the videos resulting from the more than 1000 tests and determine the impact of different settings on the resulting shard cloud, an analysis pipeline, based on traditional computer vision (CV), was created. This pipeline enabled the analysis of 173 of the videos, but at the same time showed the limits of traditional CV when applied in applications with a highly heterogeneous dataset such as this. We created a machine learning-based (ML) alternative as a drop-in replacement to the original image processing code using a semantic segmentation model to exploit the innate adaptability and robustness of deep learning models. This model is capable of labeling the entire dataset quickly, accurately and reliably. This contribution details the implementation of the ML model and the current state and future plans of the project.",,,,,New York: Springer US,,,,,ProQuest Central UK/Ireland; SpringerLink Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3054647564
Semi-Supervised Learning Based Tag Recommendation for Docker Repositories,,"Chen, Wei ; Zhou, Jia-Hong ; Zhu, Jia-Xin ; Wu, Guo-Quan ; Wei, Jun",,"Journal of computer science and technology, 2019-09, Vol.34 (5), p.957-971",,Artificial intelligence ; Computer science ; Computer software ; Correlation (Statistics) ; Machine learning ; Recall ; Regression analysis ; Science ; Semantics ; Social networks ; Software ; Software engineering ; Statistics,,,"Docker has been the mainstream technology of providing reusable software artifacts recently. Developers can easily build and deploy their applications using Docker. Currently, a large number of reusable Docker images are publicly shared in online communities, and semantic tags can be created to help developers effectively reuse the images. However, the communities do not provide tagging services, and manually tagging is exhausting and time-consuming. This paper addresses the problem through a semi-supervised learning-based approach, named SemiTagRec. SemiTagRec contains four components: (1) the predictor, which calculates the probability of assigning a specific tag to a given Docker repository; (2) the extender, which introduces new tags as the candidates based on tag correlation analysis; (3) the evaluator, which measures the candidate tags based on a logistic regression model; (4) the integrator, which calculates a final score by combining the results of the predictor and the evaluator, and then assigns the tags with high scores to the given Docker repositories. SemiTagRec includes the newly tagged repositories into the training data for the next round of training. In this way, SemiTagRec iteratively trains the predictor with the cumulative tagged repositories and the extended tag vocabulary, to achieve a high accuracy of tag recommendation. Finally, the experimental results show that SemiTagRec outperforms the other approaches and SemiTagRec’s accuracy, in terms of Recall@5 and Recall@10, is 0.688 and 0.781 respectively.",,,,,New York: Springer US,,,,,ProQuest Central UK/Ireland; SpringerLink Journals; ProQuest One Business,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s11390_019_1954_4
Leveraging Kernel Security Mechanisms to Improve Container Security: a Survey,,"Bélair, Maxime ; Laniepce, Sylvie ; Menaud, Jean-Marc",,"Proceedings of the 14th International Conference on Availability, Reliability and Security, 2019, p.1-6",,,,,"Containerization is a lightweight virtualization technique reducing virtualization overhead and deployment latency compared to full VM; its popularity is quickly increasing.
However, due to kernel sharing, containers provide less isolation than full VM. Thus, a compromised container may break out of its isolated context and gain root access to the host server. This is a huge concern, especially in multi-tenant cloud environments where we can find running on a single server containers serving very different purposes, such as banking microservices, compute nodes or honeypots. Thus, containers with specific security needs should be able to tune their own security level.
Because OS-level defense approaches inherited from time-sharing OS generally requires administrator rights and aim to protect the entire system, they are not fully suitable to protect usermode containers. Research recently made several contributions to deliver enhanced security to containers from host OS level to (partially) solve these challenges.
In this survey, we propose a new taxonomy on container defense at the infrastructure level with a particular focus on the virtualization boundary, where interactions between kernel and containers take place. We then classify the most promising defense frameworks into these categories.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3339252_3340502
What Quality Aspects Influence the Adoption of Docker Images?,,"Rosa, Giovanni ; Scalabrino, Simone ; Bavota, Gabriele ; Oliveto, Rocco",,"ACM transactions on software engineering and methodology, 2023-09, Vol.32 (6), p.1-30, Article 142",,,,,"Docker is a containerization technology that allows developers to ship software applications along with their dependencies in Docker images. Developers can extend existing images using them as base images when writing Dockerfiles. However, a lot of alternative functionally equivalent base images are available. Although many studies define and evaluate quality features that can be extracted from Docker artifacts, the criteria on which developers choose a base image over another remain unclear.In this article, we aim to fill this gap. First, we conduct a literature review through which we define a taxonomy of quality features, identifying two main groups: configuration-related features (i.e., mainly related to the Dockerfile and image build process), and externally observable features (i.e., what the Docker image users can observe). Second, we ran an empirical study considering the developers’ preference for 2,441 Docker images in 1,911 open source software projects. We want to understand how the externally observable features influence the developers’ preferences, and how they are related to the configuration-related features. Our results pave the way to the definition of a reliable quality measure for Docker artifacts, along with tools that support developers for a quality-aware development of them.",,,,,"New York, NY: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3603111
Preventing server-side request forgery attacks,,"Jabiyev, Bahruz ; Mirzaei, Omid ; Kharraz, Amin ; Kirda, Engin",,"Proceedings of the 36th Annual ACM Symposium on Applied Computing, 2021, p.1626-1635",,,,,"In today's web, it is not uncommon for web applications to take a complete URL as input from users. Usually, once the web application receives a URL, the server opens a connection to it. However, if the URL points to an internal service and the server still makes the connection, the server becomes vulnerable to Server-Side Request Forgery (SSRF) attacks. These attacks can be highly destructive when they exploit internal services. They are equally destructive and need much less effort to succeed if the server is hosted in a cloud environment. Therefore, with the growing use of cloud computing, the threat of SSRF attacks is becoming more serious.
In this paper, we present a novel defense approach to protect internal services from SSRF attacks. Our analysis of more than 60 SSRF vulnerability reports shows that developers' awareness about this vulnerability is generally limited. Therefore, coders usually have flaws in their defenses. Even when these defenses have no flaws, they are usually still affected by important security and functionality limitations. In this work, we develop a prototype based on the proposed approach by extending the functionality of a popular reverse proxy application and deploy a set of vulnerable web applications with that prototype. We demonstrate how SSRF attacks on these applications, with almost no loss of performance, are prevented.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3412841_3442036_brief
SecCo: Automated Services to Secure Containers in the DevOps Paradigm,,"Verderame, Luca ; Caviglione, Luca ; Carbone, Roberto ; Merlo, Alessio",,"Proceedings of the 2023 International Conference on Research in Adaptive and Convergent Systems, 2023, p.1-6",,,,,"Containers are core building blocks for creating applications based on the microservice paradigm. However, assessing their security is complex, especially when deployed in distributed and heterogeneous scenarios. Moreover, developers and IT operators should only focus on integration and delivery processes without dealing with tasks to guarantee securing requirements. To overcome such issues, in this paper, we introduce the ideas at the basis of Project SecCo (Securing Containers), i.e., an architecture for extending and improving current security assessment methodologies into the continuous integration and continuous delivery DevOps pipeline. To this end, SecCo proposes a framework able to orchestrate new automatic security services to prevent and reduce security vulnerabilities in the design, implementation, and deployment phases, and to identify and mitigate, at runtime, attempts to exploit them. The paper also showcases the main research challenges to be addressed for pursuing the vision of SecCo.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3599957_3606222
"GothX: a generator of customizable, legitimate and malicious IoT network traffic",,"Poisson, Manuel ; Carnier, Rodrigo ; Fukuda, Kensuke",,"Proceedings of the 17th Cyber Security Experimentation and Test Workshop, 2024, p.65-73",,,,,"In recent years, machine learning-based anomaly detection (AD) has become an important measure against security threats from Internet of Things (IoT) networks. Machine learning (ML) models for network traffic AD require datasets to be trained, evaluated and compared. Due to the necessity of realistic and up-to-date representation of IoT security threats, new datasets need to be constantly generated to train relevant AD models. Since most traffic generation setups are developed considering only the author’s use, replication of traffic generation becomes an additional challenge to the creation and maintenance of useful datasets. In this work, we propose GothX, a flexible traffic generator to create both legitimate and malicious traffic for IoT datasets. As a fork of Gotham Testbed, GothX is developed with five requirements: 1) easy configuration of network topology, 2) customization of traffic parameters, 3) automatic execution of legitimate and attack scenarios, 4) IoT network heterogeneity (the current iteration supports MQTT, Kafka and SINETStream services), and 5) automatic labeling of generated datasets. GothX is validated by two use cases: a) re-generation and enrichment of traffic from the IoT dataset MQTTset,and b) automatic execution of a new realistic scenario including the exploitation of a CVE specific to the Kafka-MQTT network topology and leading to a DDoS attack. We also contribute with two datasets containing mixed traffic, one made from the enriched MQTTset traffic and another from the attack scenario. We evaluated the scalability of GothX (450 IoT sensors in a single machine), the replication of the use cases and the validity of the generated datasets, confirming the ability of GothX to improve the current state-of-the-art of network traffic generation.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3675741_3675753
Global experimental verification of Docker-based secured mVoIP to protect against eavesdropping and DoS attacks,,"Cha, ByungRae ; Kim, JongWon ; Moon, HaeMin ; Pan, SungBum",,"EURASIP journal on wireless communications and networking, 2017-04, Vol.2017 (1), p.1-14, Article 63",,Denial of service attacks ; Eavesdropping ; Engineering ; Migration ; Realtime . . . ; Research ; Telephone ; Voice,,,"The cloud-computing paradigm has been driving the cloud-leveraged refactoring of existing information and communications technology services, including voice over IP (VoIP). In this paper, we design a prototype secure mobile VoIP (mVoIP) service with the open-source Asterisk private branch exchange (PBX) software, using Docker lightweight virtualization for mobile devices with the immutable concept of continuous integration and continuous deployment (CI/CD). In addition, the secure mVoIP service provides protection against eavesdropping and denial-of-service (DoS) attacks, using secure voice coding and real-time migration. We also experimentally verify the quality of the secure voice and the associated communication delay over a distributed global connectivity environment to protect against eavesdropping and real-time migration to mitigate DoS attacks.",,,,,Cham: Springer International Publishing,,,,,Springer Nature Link / Journals and eBooks - Fully Open Access; ProQuest Central UK/Ireland; EBSCOhost Academic Search Ultimate; Publicly Available Content Database; EBSCOhost Academic Search Complete; DOAJ Directory of Open Access Journals; Springer Nature OA Free Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_d923b82aa5ea418baad6060c1e9d6a98
